Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
lorenzo scipioni,ar ARG,MF,Tigre,19,2004,5.8,0,1,0.1,0.5,6,0,199,269,73.98,36,22,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
luca langoni,ar ARG,FW,Boca Juniors,21,2002,1.9,0,0,0.4,0.1,5,3,30,44,68.18,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
luca martinez,mx MEX,FW,Rosario Central,23,2001,2.0,2,0,1.4,0.1,8,5,23,46,50.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
luca raffin,py PAR,DF,Rosario Central,18,2006,0.7,0,0,0.0,0.0,0,0,11,16,68.75,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
luca regiardo,ar ARG,MF,Newell's OB,17,2006,1.0,0,0,0.0,0.3,0,0,20,25,80.0,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
lucas abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,0,0,0.7,0.2,11,4,737,978,75.36,38,27,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
lucas acosta,ar ARG,GK,Sarmiento,28,1995,23.0,0,0,0.0,0.0,0,0,344,656,52.44,1,1,0,0,24.0,1.04,104.0,81.0,78.8,9.0,39.1,2.0,2.0,0.0,0.0,30.4,0.29,7.4,0.32,137.0,436.0,31.4,391.0,50.0,60.6,48.0,15.0,3.7,9.0,0.39,11.1,True,28.0
lucas ambrogio,ar ARG,"FW,MF",Atlé Tucumán,24,1999,0.3,0,0,0.0,0.0,1,1,6,13,46.15,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
lucas arce,ar ARG,DF,Godoy Cruz,26,1997,22.5,0,2,0.3,2.7,14,2,868,1257,69.05,43,27,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
lucas banos,ar ARG,DF,Newell's OB,18,2005,0.3,0,0,0.0,0.0,0,0,20,24,83.33,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
lucas bernabeu,ar ARG,DF,Belgrano,20,2004,0.2,0,0,0.0,0.0,0,0,18,23,78.26,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
lucas besozzi,ar ARG,"FW,MF",Newell's OB,21,2003,4.9,0,0,0.2,0.3,5,1,84,132,63.64,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
lucas brochero,ar ARG,"DF,FW",Barracas Central,25,1999,11.2,0,0,0.4,0.6,9,2,201,355,56.62,16,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
lucas bustos,ar ARG,MF,Belgrano,18,2005,0.9,0,0,0.0,0.0,0,0,38,53,71.7,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
lucas carrizo,ar ARG,DF,Huracán,26,1997,17.5,0,1,0.4,0.5,17,3,727,1033,70.38,52,34,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
lucas castro,ar ARG,MF,Gimnasia–LP,34,1989,16.3,2,1,1.9,1.4,22,7,534,755,70.73,35,25,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
lucas faggioli,ar ARG,DF,Barracas Central,26,1997,1.1,0,0,0.0,0.0,0,0,20,28,71.43,7,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
lucas ferreira,uy URU,DF,Defensa y Just,23,2000,10.4,0,1,0.1,0.1,2,0,384,481,79.83,23,11,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
lucas gamba,ar ARG,"FW,MF",Unión,36,1987,5.6,1,0,0.4,1.0,7,3,112,166,67.47,12,9,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
lucas gomez,ar ARG,MF,Arg Juniors,19,2004,6.1,0,0,0.2,0.0,7,1,188,218,86.24,12,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
lucas gonzalez,ar ARG,"MF,FW",Independiente,23,2000,8.6,0,2,0.5,0.4,14,3,183,255,71.76,15,8,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
lucas hoyos,ar ARG,GK,Newell's OB,34,1989,10.8,0,0,0.0,0.0,0,0,236,346,68.21,1,1,0,0,10.0,0.92,34.0,25.0,73.5,4.0,36.4,2.0,1.0,0.0,1.0,11.7,0.31,2.7,0.25,62.0,157.0,39.5,271.0,24.0,43.9,36.4,12.0,7.8,9.0,0.83,13.0,True,34.0
lucas irusta,ar ARG,DF,Lanús,21,2003,0.5,0,0,0.0,0.0,0,0,7,10,70.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
lucas janson,ar ARG,"FW,MF",Boca Juniors,29,1994,2.9,0,0,1.0,0.2,7,5,51,69,73.91,7,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
lucas menossi,ar ARG,MF,Belgrano,31,1992,5.7,0,0,0.1,0.6,4,0,157,216,72.69,15,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
lucas mihovilcevich,ar ARG,DF,Newell's OB,20,2004,0.3,0,0,0.0,0.0,0,0,2,5,40.0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
lucas ocampo,uy URU,"MF,FW",Platense,26,1997,8.4,0,2,0.6,1.0,11,4,133,244,54.51,24,11,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
lucas rodriguez,ar ARG,DF,Instituto,30,1993,17.3,0,4,1.1,1.5,18,5,537,810,66.3,32,23,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
lucas souto,ar ARG,DF,Huracán,25,1998,11.2,0,0,0.1,0.1,3,0,291,432,67.36,17,12,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
lucas suarez,ar ARG,DF,Talleres,28,1995,10.1,0,0,0.4,0.0,6,0,422,508,83.07,12,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
lucas varaldo,ar ARG,FW,Cen. Córdoba–SdE,21,2002,14.5,3,2,2.8,1.4,26,7,255,360,70.83,7,3,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
