name,Pos,Squad,Age,dob,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
nery dominguez,"DF,MF",Lanús,33,1990,11.0,0,0,0.0,0.1,3,0,470,584,80.48,17,9,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,nery dominguez,1990,nery dominguez|1990,267413.0,200000.0,2025-10-17,ar ARG,100.0,nery dominguez|1990
nestor breitenbruch,DF,Atlé Tucumán,28,1995,10.4,1,0,0.7,0.1,8,3,320,449,71.27,27,18,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,nestor breitenbruch,1995,nestor breitenbruch|1995,,,,ar ARG,,nestor breitenbruch|1995
nicolas benegas,FW,Deportivo Riestra,27,1996,10.5,3,3,2.1,2.1,29,6,108,228,47.37,10,7,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,nicolas benegas,1996,nicolas benegas|1996,438926.0,600000.0,2025-10-17,ar ARG,100.0,nicolas benegas|1996
nicolas blandi,FW,Defensa y Just,34,1990,0.5,0,0,0.0,0.0,0,0,6,9,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,nicolas blandi,1990,nicolas blandi|1990,153022.0,25000.0,2025-10-17,ar ARG,100.0,nicolas blandi|1990
nicolas capraro,DF,Barracas Central,25,1998,23.4,0,0,0.6,0.2,10,2,653,867,75.32,37,21,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,nicolas capraro,1998,nicolas capraro|1998,992818.0,500000.0,2025-10-17,ar ARG,100.0,nicolas capraro|1998
nicolas caro,DF,Deportivo Riestra,28,1995,20.1,1,0,1.1,0.3,12,4,192,333,57.66,12,7,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,nicolas caro,1995,nicolas caro|1995,,,,ar ARG,,nicolas caro|1995
nicolas castro,MF,Atlé Tucumán,33,1990,4.0,0,0,0.1,0.8,5,1,104,159,65.41,22,13,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,nicolas castro,1990,nicolas castro|1990,,,,ar ARG,,nicolas castro|1990
nicolas colazo,"DF,MF",Gimnasia–LP,33,1990,16.1,1,1,0.3,1.2,7,1,507,736,68.89,36,23,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,nicolas colazo,1990,nicolas colazo|1990,116277.0,75000.0,2025-10-17,ar ARG,100.0,nicolas colazo|1990
nicolas cordero,"FW,MF",Arg Juniors,24,1999,2.1,0,0,1.1,0.6,8,0,38,68,55.88,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,nicolas cordero,1999,nicolas cordero|1999,652948.0,500000.0,2025-10-17,ar ARG,100.0,nicolas cordero|1999
nicolas demartini,DF,Barracas Central,24,1999,15.6,1,0,0.7,0.1,6,4,360,475,75.79,33,21,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,nicolas demartini,1999,nicolas demartini|1999,537257.0,800000.0,2025-10-17,ar ARG,100.0,nicolas demartini|1999
nicolas dematei,DF,Deportivo Riestra,36,1987,2.5,0,0,0.2,0.0,3,0,25,56,44.64,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,nicolas dematei,1987,nicolas dematei|1987,,,,ar ARG,,nicolas dematei|1987
nicolas dubersarsky,MF,Instituto,19,2004,20.1,0,1,0.1,0.2,4,0,551,683,80.67,50,34,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,nicolas dubersarsky,2004,nicolas dubersarsky|2004,,,,ar ARG,,nicolas dubersarsky|2004
nicolas fernandez,"FW,MF",Belgrano,27,1996,12.2,5,3,3.1,1.9,34,11,205,292,70.21,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,nicolas fernandez,1996,nicolas fernandez|1996,333921.0,4000000.0,2025-10-17,ar ARG,100.0,nicolas fernandez|1996
nicolas fonseca,MF,River Plate,25,1998,6.2,0,0,0.1,0.1,4,1,363,432,84.03,24,17,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,nicolas fonseca,1998,nicolas fonseca|1998,,,,uy URU,,nicolas fonseca|1998
nicolas gaitan,"MF,FW",Sarmiento,35,1988,14.3,1,2,1.4,2.6,15,1,330,563,58.61,24,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,nicolas gaitan,1988,nicolas gaitan|1988,,,,ar ARG,,nicolas gaitan|1988
nicolas garayalde,MF,Gimnasia–LP,24,1999,14.2,0,0,0.4,0.5,11,2,472,633,74.57,67,47,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,nicolas garayalde,1999,nicolas garayalde|1999,744282.0,700000.0,2025-10-17,ar ARG,100.0,nicolas garayalde|1999
nicolas hernandez,DF,Banfield,26,1998,14.5,0,0,0.0,0.2,1,0,416,518,80.31,14,10,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,nicolas hernandez,1998,nicolas hernandez|1998,333921.0,4000000.0,2025-10-17,co COL,94.11764705882352,nicolas hernandez|1998
nicolas meriano,DF,Belgrano,23,2000,5.3,0,0,0.4,0.2,7,1,234,326,71.78,14,6,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,nicolas meriano,2000,nicolas meriano|2000,941511.0,450000.0,2025-10-17,ar ARG,100.0,nicolas meriano|2000
nicolas morgantini,DF,Lanús,29,1994,11.8,0,1,0.5,1.0,8,1,337,465,72.47,20,14,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,nicolas morgantini,1994,nicolas morgantini|1994,615253.0,375000.0,2025-10-17,ar ARG,100.0,nicolas morgantini|1994
nicolas oroz,"MF,FW",Arg Juniors,29,1994,16.6,2,0,0.9,1.6,23,7,565,776,72.81,33,17,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,nicolas oroz,1994,nicolas oroz|1994,332250.0,800000.0,2025-10-17,ar ARG,100.0,nicolas oroz|1994
nicolas orsini,FW,Unión,29,1994,17.1,4,2,6.3,2.1,45,16,225,367,61.31,15,9,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,nicolas orsini,1994,nicolas orsini|1994,289149.0,600000.0,2025-10-17,ar ARG,100.0,nicolas orsini|1994
nicolas palavecino,"FW,MF",Defensa y Just,20,2003,7.2,0,1,1.5,0.7,14,3,157,209,75.12,20,10,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,nicolas palavecino,2003,nicolas palavecino|2003,912504.0,200000.0,2025-10-17,ar ARG,100.0,nicolas palavecino|2003
nicolas paz,DF,Unión,21,2002,16.4,0,0,0.4,0.0,7,0,507,707,71.71,33,26,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,nicolas paz,2002,nicolas paz|2002,991132.0,800000.0,2025-10-17,ar ARG,100.0,nicolas paz|2002
nicolas quagliata,"FW,MF",Cen. Córdoba–SdE,24,1999,1.3,0,0,0.4,0.2,3,2,57,79,72.15,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,nicolas quagliata,1999,nicolas quagliata|1999,,,,uy URU,,nicolas quagliata|1999
nicolas romero,DF,Atlé Tucumán,20,2003,23.7,0,0,0.9,0.2,17,6,531,849,62.54,30,17,47,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,nicolas romero,2003,nicolas romero|2003,,,,ar ARG,,nicolas romero|2003
nicolas sanchez,FW,Gimnasia–LP,19,2004,0.1,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,nicolas sanchez,2004,nicolas sanchez|2004,,,,ar ARG,,nicolas sanchez|2004
nicolas sansotre,DF,Deportivo Riestra,30,1993,24.9,0,2,0.2,0.6,5,1,353,581,60.76,33,23,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,nicolas sansotre,1993,nicolas sansotre|1993,441341.0,200000.0,2025-10-17,ar ARG,100.0,nicolas sansotre|1993
nicolas servetto,"FW,DF",Atlé Tucumán,27,1996,0.3,0,0,0.1,0.0,1,0,8,11,72.73,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,nicolas servetto,1996,nicolas servetto|1996,,,,ar ARG,,nicolas servetto|1996
nicolas sumavil,GK,Platense,24,1999,1.0,0,0,0.0,0.0,0,0,5,17,29.41,0,0,0,0,0.0,0.0,2.0,2.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.3,0.14,0.3,0.28,5.0,17.0,29.4,10.0,0.0,100.0,55.9,1.0,11.1,0.0,0.0,8.5,True,24.0,nicolas sumavil,1999,nicolas sumavil|1999,,,,ar ARG,,nicolas sumavil|1999
nicolas tolosa,DF,Barracas Central,22,2001,2.0,0,0,0.0,0.0,1,0,69,95,72.63,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,nicolas tolosa,2001,nicolas tolosa|2001,,,,ar ARG,,nicolas tolosa|2001
nicolas tripichio,"DF,MF",San Lorenzo,28,1996,7.6,0,1,0.0,0.6,2,1,261,345,75.65,18,10,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,nicolas tripichio,1996,nicolas tripichio|1996,275614.0,1500000.0,2025-10-17,ar ARG,100.0,nicolas tripichio|1996
nicolas vallejo,"MF,FW",Independiente,20,2004,1.9,0,0,0.1,0.0,5,0,44,59,74.58,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,nicolas vallejo,2004,nicolas vallejo|2004,,,,ar ARG,,nicolas vallejo|2004
norberto briasco,"MF,FW",Boca Juniors,27,1996,0.5,0,0,0.0,0.0,0,0,5,9,55.56,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,norberto briasco,1996,norberto briasco|1996,457218.0,200000.0,2025-10-17,am ARM,100.0,norberto briasco|1996
octavio ontivero,DF,Lanús,18,2006,2.3,0,0,0.0,0.0,0,0,82,109,75.23,7,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,octavio ontivero,2006,octavio ontivero|2006,1000668.0,200000.0,2025-10-17,ar ARG,100.0,octavio ontivero|2006
orlando gill,GK,San Lorenzo,23,2000,1.0,0,0,0.0,0.0,0,0,20,28,71.43,0,0,0,0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.36,0.1,0.09,3.0,11.0,27.3,15.0,4.0,20.0,29.2,1.0,7.1,0.0,0.0,4.5,True,23.0,orlando gill,2000,orlando gill|2000,643259.0,5000000.0,2025-10-17,py PAR,100.0,orlando gill|2000
oscar arias,DF,San Lorenzo,19,2005,6.1,0,0,0.2,0.1,3,1,211,296,71.28,19,10,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,oscar arias,2005,oscar arias|2005,,,,ar ARG,,oscar arias|2005
oscar garrido,"DF,MF",Cen. Córdoba–SdE,26,1997,3.6,0,0,0.0,0.2,0,0,127,150,84.67,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,oscar garrido,1997,oscar garrido|1997,,,,ar ARG,,oscar garrido|1997
oscar salomon,"DF,FW",Platense,24,1999,1.2,0,0,0.0,0.0,0,0,12,23,52.17,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,oscar salomon,1999,oscar salomon|1999,698323.0,2500000.0,2025-10-17,ar ARG,100.0,oscar salomon|1999
pablo altamirano,MF,Newell's OB,19,2005,1.6,0,0,0.0,0.1,2,2,67,81,82.72,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,pablo altamirano,2005,pablo altamirano|2005,1291795.0,50000.0,2025-10-17,ar ARG,100.0,pablo altamirano|2005
pablo chavarria,FW,Belgrano,36,1988,6.7,2,0,3.2,0.7,13,7,105,166,63.25,6,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,pablo chavarria,1988,pablo chavarria|1988,,,,ar ARG,,pablo chavarria|1988
pablo de blasis,"MF,FW",Gimnasia–LP,35,1988,14.2,2,0,3.9,1.4,14,5,530,733,72.31,28,17,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,pablo de blasis,1988,pablo de blasis|1988,,,,ar ARG,,pablo de blasis|1988
pablo monje,MF,Deportivo Riestra,26,1997,22.3,0,2,0.2,1.3,7,1,348,624,55.77,50,33,34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,pablo monje,1997,pablo monje|1997,992605.0,250000.0,2025-10-17,ar ARG,100.0,pablo monje|1997
pablo piatti,"FW,MF",Estudiantes–LP,34,1989,10.4,2,1,1.8,1.8,22,10,247,375,65.87,26,19,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,pablo piatti,1989,pablo piatti|1989,,,,ar ARG,,pablo piatti|1989
pablo siles,MF,Huracán,26,1997,3.0,0,1,0.0,0.6,0,0,93,118,78.81,7,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,pablo siles,1997,pablo siles|1997,,,,uy URU,,pablo siles|1997
pablo solari,FW,River Plate,22,2001,16.5,6,1,5.1,4.1,49,21,321,500,64.2,18,11,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,pablo solari,2001,pablo solari|2001,,,,ar ARG,,pablo solari|2001
patricio pernicone,DF,Vélez Sarsfield,22,2001,6.2,0,0,0.0,0.0,1,0,212,252,84.13,5,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,patricio pernicone,2001,patricio pernicone|2001,,,,ar ARG,,patricio pernicone|2001
patricio tanda,"MF,DF",Unión,21,2002,2.7,0,0,0.0,0.5,3,0,133,161,82.61,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,patricio tanda,2002,patricio tanda|2002,,,,ar ARG,,patricio tanda|2002
paulo diaz,DF,River Plate,29,1994,20.3,2,0,1.1,1.0,21,6,1387,1590,87.23,25,17,13,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,paulo diaz,1994,paulo diaz|1994,271478.0,4000000.0,2025-10-17,cl CHI,100.0,paulo diaz|1994
pedro ramirez,"DF,MF",Deportivo Riestra,23,2000,20.4,0,1,1.3,1.9,19,6,314,579,54.23,51,38,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,pedro ramirez,2000,pedro ramirez|2000,832088.0,600000.0,2025-10-17,ar ARG,100.0,pedro ramirez|2000
pedro velurtas,DF,Barracas Central,22,2001,5.6,0,0,0.1,0.1,4,1,180,255,70.59,11,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,pedro velurtas,2001,pedro velurtas|2001,,,,ar ARG,,pedro velurtas|2001
pier barrios,DF,Godoy Cruz,33,1990,21.0,0,0,0.2,0.1,6,3,629,835,75.33,25,18,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,pier barrios,1990,pier barrios|1990,,,,ar ARG,,pier barrios|1990
rafael barrios,"DF,MF",Cen. Córdoba–SdE,30,1993,17.3,1,1,2.0,1.1,16,3,665,937,70.97,46,30,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,rafael barrios,1993,rafael barrios|1993,334057.0,100000.0,2025-10-17,ar ARG,100.0,rafael barrios|1993
rafael ferrario,GK,Barracas Central,23,2000,8.0,0,0,0.0,0.0,0,0,116,221,52.49,0,0,0,0,8.0,1.0,28.0,21.0,71.4,2.0,25.0,0.0,0.0,0.0,0.0,7.6,0.28,0.6,0.08,66.0,169.0,39.1,147.0,23.0,70.1,49.9,10.0,6.7,6.0,0.75,11.4,True,23.0,rafael ferrario,2000,rafael ferrario|2000,,,,ar ARG,,rafael ferrario|2000
rafael marcelo delgado,DF,Belgrano,34,1990,14.7,0,1,0.0,0.6,0,0,461,625,73.76,29,20,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,rafael marcelo delgado,1990,rafael marcelo delgado|1990,,,,ar ARG,,rafael marcelo delgado|1990
rafael profini,"DF,FW",Unión,20,2003,0.1,0,0,0.0,0.0,0,0,7,10,70.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,rafael profini,2003,rafael profini|2003,1158799.0,1000000.0,2025-10-17,ar ARG,100.0,rafael profini|2003
ramiro carrera,"FW,MF",Lanús,30,1993,12.7,1,1,2.4,1.0,38,6,306,447,68.46,26,13,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,ramiro carrera,1993,ramiro carrera|1993,282283.0,1000000.0,2025-10-17,ar ARG,100.0,ramiro carrera|1993
ramiro degregorio,MF,Racing Club,20,2003,0.2,0,0,0.0,0.0,0,0,3,4,75.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ramiro degregorio,2003,ramiro degregorio|2003,1133078.0,300000.0,2025-10-17,ar ARG,100.0,ramiro degregorio|2003
ramiro di luciano,DF,Banfield,20,2004,11.8,0,1,0.2,1.4,5,0,248,415,59.76,28,19,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ramiro di luciano,2004,ramiro di luciano|2004,,,,ar ARG,,ramiro di luciano|2004
ramiro funes mori,DF,River Plate,32,1991,1.7,0,0,0.0,0.0,0,0,88,104,84.62,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,ramiro funes mori,1991,ramiro funes mori|1991,11111.0,125000.0,2025-10-17,ar ARG,100.0,ramiro funes mori|1991
ramiro hernandes,"MF,DF",Belgrano,19,2004,1.8,1,0,0.1,0.0,1,1,45,68,66.18,6,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,ramiro hernandes,2004,ramiro hernandes|2004,1273494.0,25000.0,2025-10-17,ar ARG,100.0,ramiro hernandes|2004
ramiro macagno,GK,Newell's OB,26,1997,13.2,0,0,0.0,0.0,0,0,274,401,68.33,1,1,0,1,23.0,1.75,59.0,36.0,62.7,3.0,23.1,1.0,1.0,0.0,0.0,17.5,0.28,-5.5,-0.42,65.0,183.0,35.5,326.0,62.0,44.2,38.3,10.0,5.6,18.0,1.37,16.3,True,26.0,ramiro macagno,1997,ramiro macagno|1997,,,,ar ARG,,ramiro macagno|1997
ramiro ruiz,"FW,MF",Talleres,23,2000,4.6,0,0,1.4,0.6,10,3,49,77,63.64,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ramiro ruiz,2000,ramiro ruiz|2000,,,,ar ARG,,ramiro ruiz|2000
ramon abila,FW,Huracán,34,1989,8.2,0,0,2.2,0.7,15,2,97,162,59.88,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ramon abila,1989,ramon abila|1989,88049.0,150000.0,2025-10-17,ar ARG,100.0,ramon abila|1989
ramon arias,DF,Tigre,31,1992,7.4,0,1,0.2,0.0,4,3,294,357,82.35,8,7,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,ramon arias,1992,ramon arias|1992,131095.0,250000.0,2025-10-17,uy URU,100.0,ramon arias|1992
ramon cansinos,"MF,FW",Cen. Córdoba–SdE,21,2002,2.2,0,0,0.0,0.0,2,0,39,59,66.1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ramon cansinos,2002,ramon cansinos|2002,1029003.0,75000.0,2025-10-17,ar ARG,100.0,ramon cansinos|2002
ramon sosa,FW,Talleres,24,1999,2.2,2,1,0.1,0.2,3,2,37,58,63.79,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,ramon sosa,1999,ramon sosa|1999,,,,py PAR,,ramon sosa|1999
randall rodriguez,GK,Vélez Sarsfield,20,2003,1.0,0,0,0.0,0.0,0,0,31,39,79.49,0,0,0,0,0.0,0.0,2.0,2.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.2,0.11,0.2,0.23,6.0,13.0,46.2,28.0,6.0,28.6,27.4,0.0,0.0,1.0,1.0,18.5,True,20.0,randall rodriguez,2003,randall rodriguez|2003,,,,uy URU,,randall rodriguez|2003
raul loaiza,MF,Lanús,29,1994,9.4,0,0,0.4,0.1,6,2,294,351,83.76,18,9,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,raul loaiza,1994,raul loaiza|1994,260898.0,800000.0,2025-10-17,co COL,100.0,raul loaiza|1994
renzo tesuri,"MF,DF",Atlé Tucumán,27,1996,23.4,6,3,5.9,2.5,30,9,486,730,66.58,50,34,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,renzo tesuri,1996,renzo tesuri|1996,457666.0,1300000.0,2025-10-17,ar ARG,100.0,renzo tesuri|1996
roberto nicolas fernandez,MF,Godoy Cruz,25,1998,14.1,2,2,1.5,1.2,18,5,444,630,70.48,25,15,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,roberto nicolas fernandez,1998,roberto nicolas fernandez|1998,333921.0,4000000.0,2025-10-17,uy URU,95.0,roberto nicolas fernandez|1998
roberto ramirez,GK,Godoy Cruz,27,1996,1.0,0,0,0.0,0.0,0,0,31,39,79.49,0,0,0,0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.32,0.3,0.28,7.0,12.0,58.3,38.0,3.0,31.6,31.8,1.0,9.1,3.0,3.0,20.6,True,27.0,roberto ramirez,1996,roberto ramirez|1996,,,,ar ARG,,roberto ramirez|1996
rodrigo aliendro,MF,River Plate,32,1991,5.7,0,0,0.9,0.9,9,2,269,333,80.78,14,11,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,rodrigo aliendro,1991,rodrigo aliendro|1991,424045.0,500000.0,2025-10-17,ar ARG,100.0,rodrigo aliendro|1991
rodrigo atencio,"MF,FW",Cen. Córdoba–SdE,21,2002,20.2,4,1,3.8,1.4,44,12,709,910,77.91,27,17,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,rodrigo atencio,2002,rodrigo atencio|2002,,,,ar ARG,,rodrigo atencio|2002
rodrigo bogarin,"MF,FW",Defensa y Just,26,1997,10.0,1,0,0.7,0.9,21,7,377,510,73.92,24,19,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,rodrigo bogarin,1997,rodrigo bogarin|1997,,,,py PAR,,rodrigo bogarin|1997
rodrigo cabral,FW,Huracán,23,2000,15.4,2,1,1.5,0.7,27,11,277,436,63.53,37,22,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,rodrigo cabral,2000,rodrigo cabral|2000,709552.0,600000.0,2025-10-17,ar ARG,100.0,rodrigo cabral|2000
rodrigo castillo,FW,Gimnasia–LP,24,1999,25.9,6,2,8.6,2.3,65,19,497,710,70.0,19,12,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,rodrigo castillo,1999,rodrigo castillo|1999,984416.0,2000000.0,2025-10-17,ar ARG,100.0,rodrigo castillo|1999
rodrigo cavallera,"FW,DF",Deportivo Riestra,24,2000,0.6,0,0,0.0,0.0,1,1,5,9,55.56,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,rodrigo cavallera,2000,rodrigo cavallera|2000,,,,ar ARG,,rodrigo cavallera|2000
rodrigo echeverria,MF,Huracán,28,1995,23.9,3,1,2.0,1.5,22,10,792,1023,77.42,58,46,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,rodrigo echeverria,1995,rodrigo echeverria|1995,,,,cl CHI,,rodrigo echeverria|1995
rodrigo fernandez,MF,Newell's OB,28,1996,16.4,0,0,0.3,0.3,12,1,570,753,75.7,52,40,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,rodrigo fernandez,1996,rodrigo fernandez|1996,458047.0,800000.0,2025-10-17,uy URU,95.0,rodrigo fernandez|1996
rodrigo gallo,"DF,MF",Gimnasia–LP,23,2000,5.4,0,0,0.2,0.1,4,0,192,283,67.84,12,9,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,rodrigo gallo,2000,rodrigo gallo|2000,852747.0,300000.0,2025-10-17,ar ARG,100.0,rodrigo gallo|2000
rodrigo herrera,MF,Barracas Central,23,2000,17.3,0,2,0.4,0.2,7,1,453,622,72.83,72,43,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,rodrigo herrera,2000,rodrigo herrera|2000,842141.0,2000000.0,2025-10-17,ar ARG,100.0,rodrigo herrera|2000
rodrigo inaki melo,MF,Atlé Tucumán,28,1995,2.0,0,0,0.0,0.0,0,0,57,82,69.51,8,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,rodrigo inaki melo,1995,rodrigo inaki melo|1995,,,,ar ARG,,rodrigo inaki melo|1995
rodrigo insua,"DF,MF",Barracas Central,26,1997,24.9,3,1,1.7,3.1,22,5,713,1113,64.06,45,34,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,rodrigo insua,1997,rodrigo insua|1997,721235.0,1500000.0,2025-10-17,ar ARG,100.0,rodrigo insua|1997
rodrigo marquez,FW,Platense,21,2002,0.1,0,0,0.0,0.0,0,0,2,3,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,rodrigo marquez,2002,rodrigo marquez|2002,909735.0,150000.0,2025-10-17,ar ARG,100.0,rodrigo marquez|2002
rodrigo perez,MF,Instituto,27,1996,0.6,0,0,0.3,0.2,1,1,19,28,67.86,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,rodrigo perez,1996,rodrigo perez|1996,,,,uy URU,,rodrigo perez|1996
rodrigo pineiro,"FW,MF",Vélez Sarsfield,24,1999,0.8,0,0,0.7,0.0,2,2,22,35,62.86,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,rodrigo pineiro,1999,rodrigo pineiro|1999,,,,uy URU,,rodrigo pineiro|1999
rodrigo rey,GK,Independiente,32,1991,27.0,0,0,0.0,0.0,0,0,582,823,70.72,2,2,0,0,17.0,0.63,81.0,63.0,81.5,15.0,55.6,3.0,2.0,1.0,0.0,23.1,0.26,6.1,0.22,152.0,368.0,41.3,596.0,92.0,44.6,37.4,31.0,8.6,16.0,0.59,12.2,True,32.0,rodrigo rey,1991,rodrigo rey|1991,166591.0,1500000.0,2025-10-17,ar ARG,100.0,rodrigo rey|1991
rodrigo saravia,MF,Gimnasia–LP,23,2000,5.0,0,0,0.2,0.0,6,0,140,186,75.27,15,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,rodrigo saravia,2000,rodrigo saravia|2000,750753.0,1500000.0,2025-10-17,uy URU,100.0,rodrigo saravia|2000
