name,Pos,Squad,Age,dob,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
rodrigo sayavedra,"DF,MF",Deportivo Riestra,28,1995,7.4,0,0,0.1,0.1,3,1,131,278,47.12,22,11,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,rodrigo sayavedra,1995,rodrigo sayavedra|1995,696728.0,75000.0,2025-10-17,ar ARG,100.0,rodrigo sayavedra|1995
rodrigo villagra,MF,River Plate,22,2001,11.1,0,1,0.1,0.2,5,2,459,528,86.93,25,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,rodrigo villagra,2001,rodrigo villagra|2001,,,,ar ARG,,rodrigo villagra|2001
roger martinez,"FW,MF",Racing Club,29,1994,9.6,5,0,3.2,1.0,29,11,130,194,67.01,10,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,roger martinez,1994,roger martinez|1994,,,,co COL,,roger martinez|1994
roman gomez,DF,Estudiantes–LP,19,2004,2.0,0,0,0.0,0.0,1,0,57,86,66.28,5,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,roman gomez,2004,roman gomez|2004,1241022.0,400000.0,2025-10-17,ar ARG,100.0,roman gomez|2004
roman vega,DF,Arg Juniors,20,2004,20.4,0,0,0.2,1.6,14,2,725,1031,70.32,54,32,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,roman vega,2004,roman vega|2004,,,,ar ARG,,roman vega|2004
ronaldo martinez,"FW,MF",Platense,27,1996,10.4,3,0,1.9,0.5,24,8,115,263,43.73,4,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,ronaldo martinez,1996,ronaldo martinez|1996,567736.0,2500000.0,2025-10-17,py PAR,100.0,ronaldo martinez|1996
ruben botta,"MF,FW",Talleres,34,1990,15.9,2,5,2.4,2.1,21,8,524,709,73.91,20,12,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ruben botta,1990,ruben botta|1990,88542.0,500000.0,2025-10-17,ar ARG,100.0,ruben botta|1990
ruben martinez,MF,Independiente,19,2004,15.7,0,0,1.0,0.3,13,4,370,516,71.71,45,25,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,ruben martinez,2004,ruben martinez|2004,,,,ar ARG,,ruben martinez|2004
salomon rodriguez,FW,Godoy Cruz,23,2000,18.4,8,1,11.1,0.8,49,20,189,310,60.97,14,10,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,salomon rodriguez,2000,salomon rodriguez|2000,,,,uy URU,,salomon rodriguez|2000
samuel beltran,MF,Rosario Central,19,2004,0.7,0,0,0.0,0.0,1,0,19,28,67.86,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,samuel beltran,2004,samuel beltran|2004,,,,ar ARG,,samuel beltran|2004
santi ramos mingo,DF,Defensa y Just,22,2001,22.0,1,1,1.9,0.2,18,6,831,1015,81.87,29,16,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santi ramos mingo,2001,santi ramos mingo|2001,,,,ar ARG,,santi ramos mingo|2001
santiago arzamendia,DF,Estudiantes–LP,25,1998,9.3,0,0,0.2,1.9,9,2,302,424,71.23,23,11,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,santiago arzamendia,1998,santiago arzamendia|1998,520947.0,2000000.0,2025-10-17,py PAR,100.0,santiago arzamendia|1998
santiago ascacibar,MF,Estudiantes–LP,26,1997,21.4,4,1,2.9,1.6,39,12,1009,1235,81.7,75,45,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago ascacibar,1997,santiago ascacibar|1997,423436.0,7000000.0,2025-10-17,ar ARG,100.0,santiago ascacibar|1997
santiago caseres,MF,Vélez Sarsfield,26,1997,0.3,0,0,0.1,0.0,1,1,26,28,92.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago caseres,1997,santiago caseres|1997,,,,ar ARG,,santiago caseres|1997
santiago coronel,"MF,FW",Barracas Central,23,2000,4.2,0,1,0.2,1.5,11,0,268,358,74.86,8,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,santiago coronel,2000,santiago coronel|2000,,,,ar ARG,,santiago coronel|2000
santiago dalmasso,MF,Boca Juniors,19,2004,0.1,0,0,0.0,0.0,0,0,7,7,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santiago dalmasso,2004,santiago dalmasso|2004,,,,ar ARG,,santiago dalmasso|2004
santiago esquivel,MF,Banfield,20,2004,3.2,0,0,0.1,0.0,1,0,86,107,80.37,8,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago esquivel,2004,santiago esquivel|2004,1301391.0,400000.0,2025-10-17,ar ARG,100.0,santiago esquivel|2004
santiago flores,DF,Estudiantes–LP,22,2001,3.0,0,1,0.0,0.2,1,0,123,157,78.34,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santiago flores,2001,santiago flores|2001,1011266.0,100000.0,2025-10-17,ar ARG,100.0,santiago flores|2001
santiago godoy,FW,Defensa y Just,22,2001,0.5,0,0,0.0,0.2,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santiago godoy,2001,santiago godoy|2001,,,,ar ARG,,santiago godoy|2001
santiago gonzalez,MF,Tigre,20,2003,16.1,1,1,0.8,1.1,11,2,445,561,79.32,62,33,40,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago gonzalez,2003,santiago gonzalez|2003,1249779.0,2500000.0,2025-10-17,ar ARG,100.0,santiago gonzalez|2003
santiago hidalgo,"FW,MF",Independiente,18,2005,8.1,1,2,3.4,1.4,30,14,116,170,68.24,21,15,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,santiago hidalgo,2005,santiago hidalgo|2005,,,,ar ARG,,santiago hidalgo|2005
santiago laquidain,DF,Cen. Córdoba–SdE,22,2001,5.7,0,1,0.0,0.2,1,0,293,348,84.2,16,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santiago laquidain,2001,santiago laquidain|2001,,,,ar ARG,,santiago laquidain|2001
santiago lencina,FW,River Plate,18,2005,0.1,0,0,0.0,0.0,0,0,8,11,72.73,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,santiago lencina,2005,santiago lencina|2005,1289929.0,2500000.0,2025-10-17,ar ARG,100.0,santiago lencina|2005
santiago longo,MF,Belgrano,25,1998,6.7,0,0,0.6,0.4,1,0,298,346,86.13,10,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,santiago longo,1998,santiago longo|1998,697065.0,3000000.0,2025-10-17,ar ARG,100.0,santiago longo|1998
santiago lopez,FW,Independiente,17,2006,10.6,1,0,1.2,0.8,12,5,164,254,64.57,27,19,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,santiago lopez,2006,santiago lopez|2006,1000687.0,2300000.0,2025-10-17,ar ARG,100.0,santiago lopez|2006
santiago martinez,MF,Godoy Cruz,20,2004,0.2,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago martinez,2004,santiago martinez|2004,,,,ar ARG,,santiago martinez|2004
santiago montiel,"FW,MF",Independiente,23,2000,11.0,4,4,2.1,2.0,26,8,252,367,68.66,18,12,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,santiago montiel,2000,santiago montiel|2000,974336.0,3500000.0,2025-10-17,ar ARG,100.0,santiago montiel|2000
santiago morales,DF,Sarmiento,0,0,0.5,0,0,0.0,0.0,0,0,9,16,56.25,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,santiago morales,,santiago morales|,872785.0,175000.0,2025-10-17,0,100.0,santiago morales|
santiago quiros,DF,Racing Club,20,2003,11.6,1,0,0.9,0.2,5,1,524,663,79.03,17,14,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago quiros,2003,santiago quiros|2003,961786.0,1000000.0,2025-10-17,ar ARG,100.0,santiago quiros|2003
santiago rodriguez,"FW,MF",Arg Juniors,26,1997,5.8,0,0,0.6,0.7,16,3,135,210,64.29,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago rodriguez,1997,santiago rodriguez|1997,439437.0,1200000.0,2025-10-17,ar ARG,100.0,santiago rodriguez|1997
santiago salle,DF,Independiente,19,2004,7.3,0,1,0.2,0.7,4,0,221,307,71.99,6,4,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santiago salle,2004,santiago salle|2004,,,,ar ARG,,santiago salle|2004
santiago segovia,"MF,FW",Rosario Central,16,2007,1.5,1,0,0.4,0.0,2,1,44,57,77.19,4,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0,santiago segovia,2007,santiago segovia|2007,1197922.0,250000.0,2025-10-17,ar ARG,100.0,santiago segovia|2007
santiago simon,"MF,DF",River Plate,21,2002,19.2,0,1,0.6,1.0,19,4,992,1263,78.54,55,36,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,santiago simon,2002,santiago simon|2002,,,,ar ARG,,santiago simon|2002
santiago solari,"FW,MF",Racing Club,26,1998,9.2,2,2,2.0,1.5,19,4,185,292,63.36,11,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago solari,1998,santiago solari|1998,866059.0,3000000.0,2025-10-17,ar ARG,100.0,santiago solari|1998
santiago sosa,MF,San Lorenzo,19,2005,9.8,0,0,0.2,0.2,6,0,221,282,78.37,12,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santiago sosa,2005,santiago sosa|2005,576026.0,8000000.0,2025-10-17,ar ARG,100.0,santiago sosa|2005
santiago toloza,MF,Independiente,21,2002,1.5,0,0,0.2,0.1,8,0,49,62,79.03,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,santiago toloza,2002,santiago toloza|2002,995585.0,800000.0,2025-10-17,ar ARG,100.0,santiago toloza|2002
santino andino,"MF,FW",Godoy Cruz,18,2005,11.7,2,2,1.2,1.3,16,5,121,206,58.74,28,15,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,santino andino,2005,santino andino|2005,1305935.0,5000000.0,2025-10-17,ar ARG,100.0,santino andino|2005
santino primante,"FW,MF",Gimnasia–LP,19,2004,3.7,0,1,0.4,0.4,6,3,36,56,64.29,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santino primante,2004,santino primante|2004,,,,ar ARG,,santino primante|2004
sasha marcich,DF,Platense,25,1998,24.3,1,1,1.5,1.2,23,7,582,1012,57.51,80,54,27,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,sasha marcich,1998,sasha marcich|1998,867621.0,2000000.0,2025-10-17,ar ARG,100.0,sasha marcich|1998
saul salcedo,DF,Newell's OB,26,1997,19.9,1,0,0.9,0.1,15,3,727,868,83.76,22,13,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,saul salcedo,1997,saul salcedo|1997,353035.0,1000000.0,2025-10-17,py PAR,100.0,saul salcedo|1997
sebastian blanco,MF,San Lorenzo,35,1988,1.7,1,0,0.2,0.1,4,1,41,68,60.29,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,sebastian blanco,1988,sebastian blanco|1988,,,,ar ARG,,sebastian blanco|1988
sebastian boselli,DF,Estudiantes–LP,20,2003,8.9,1,0,0.5,0.1,7,3,308,391,78.77,17,8,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,sebastian boselli,2003,sebastian boselli|2003,898352.0,3800000.0,2025-10-17,uy URU,100.0,sebastian boselli|2003
sebastian medina,"FW,DF",Tigre,23,2000,5.5,1,0,0.7,0.3,6,1,90,160,56.25,12,6,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,sebastian medina,2000,sebastian medina|2000,840774.0,300000.0,2025-10-17,ar ARG,100.0,sebastian medina|2000
sebastian meza,GK,Huracán,23,2000,3.0,0,0,0.0,0.5,0,0,68,97,70.1,0,0,0,0,4.0,1.33,14.0,10.0,71.4,2.0,66.7,0.0,0.0,0.0,0.0,4.7,0.34,0.7,0.22,12.0,40.0,30.0,76.0,11.0,43.4,38.4,3.0,7.1,1.0,0.33,10.3,True,23.0,sebastian meza,2000,sebastian meza|2000,839030.0,700000.0,2025-10-17,ar ARG,100.0,sebastian meza|2000
sebastian moyano,GK,Barracas Central,33,1990,9.0,0,0,0.0,0.0,0,0,230,299,76.92,0,0,0,0,11.0,1.22,43.0,33.0,81.4,2.0,22.2,3.0,3.0,0.0,0.0,13.6,0.25,3.6,0.4,40.0,95.0,42.1,191.0,54.0,31.9,31.9,14.0,7.6,15.0,1.67,14.8,True,33.0,sebastian moyano,1990,sebastian moyano|1990,,,,ar ARG,,sebastian moyano|1990
sebastian palacios,"FW,MF",Talleres,32,1992,5.8,2,1,1.6,0.6,11,3,103,154,66.88,9,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,sebastian palacios,1992,sebastian palacios|1992,,,,ar ARG,,sebastian palacios|1992
sebastian prieto,DF,Arg Juniors,30,1993,7.0,0,0,0.3,0.3,12,2,301,413,72.88,13,11,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,sebastian prieto,1993,sebastian prieto|1993,613708.0,300000.0,2025-10-17,ar ARG,100.0,sebastian prieto|1993
sebastian ramirez,FW,Huracán,23,2000,4.7,0,1,1.4,0.3,10,1,56,84,66.67,10,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,sebastian ramirez,2000,sebastian ramirez|2000,,,,ar ARG,,sebastian ramirez|2000
sebastian valdez,DF,Cen. Córdoba–SdE,28,1995,22.7,0,0,0.4,0.2,7,2,910,1120,81.25,39,20,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,sebastian valdez,1995,sebastian valdez|1995,538374.0,1500000.0,2025-10-17,ar ARG,100.0,sebastian valdez|1995
sebastian villa,FW,Ind. Rivadavia,27,1996,21.6,4,6,3.4,4.4,49,18,399,674,59.2,12,8,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,sebastian villa,1996,sebastian villa|1996,493000.0,5000000.0,2025-10-17,co COL,100.0,sebastian villa|1996
sergio quiroga,MF,Sarmiento,29,1994,2.1,0,1,0.0,0.1,1,0,25,44,56.82,6,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,sergio quiroga,1994,sergio quiroga|1994,,,,ar ARG,,sergio quiroga|1994
sergio romero,GK,Boca Juniors,36,1987,15.9,0,0,0.0,0.0,0,0,345,478,72.18,0,0,0,0,15.0,0.94,60.0,44.0,75.0,5.0,31.3,1.0,0.0,1.0,0.0,18.3,0.32,3.3,0.21,35.0,150.0,23.3,339.0,89.0,30.4,31.7,11.0,4.4,5.0,0.31,11.5,True,36.0,sergio romero,1987,sergio romero|1987,30690.0,200000.0,2025-10-17,ar ARG,100.0,sergio romero|1987
sheyko studer,DF,Ind. Rivadavia,21,2002,13.8,2,0,0.6,0.0,6,3,329,459,71.68,19,12,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,sheyko studer,2002,sheyko studer|2002,1190390.0,3000000.0,2025-10-17,ar ARG,100.0,sheyko studer|2002
silvio romero,"FW,MF",Instituto,35,1988,2.6,1,0,0.8,0.1,6,4,24,41,58.54,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,silvio romero,1988,silvio romero|1988,,,,ar ARG,,silvio romero|1988
silvio ulariaga,FW,Godoy Cruz,21,2002,4.1,2,0,2.2,0.2,9,3,47,66,71.21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,silvio ulariaga,2002,silvio ulariaga|2002,,,,ar ARG,,silvio ulariaga|2002
simon rivero,MF,Unión,20,2003,18.4,1,1,1.4,1.6,27,8,395,583,67.75,37,21,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,simon rivero,2003,simon rivero|2003,912009.0,500000.0,2025-10-17,ar ARG,100.0,simon rivero|2003
siro rosane,MF,Barracas Central,23,2000,18.2,0,0,0.6,0.5,21,5,593,738,80.35,68,35,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,siro rosane,2000,siro rosane|2000,836253.0,1000000.0,2025-10-17,ar ARG,100.0,siro rosane|2000
stefano moreyra,MF,Instituto,22,2001,6.3,0,0,0.1,0.2,5,0,173,250,69.2,16,12,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,stefano moreyra,2001,stefano moreyra|2001,830855.0,400000.0,2025-10-17,ar ARG,100.0,stefano moreyra|2001
thiago cardozo,GK,Unión,27,1996,26.0,0,0,0.0,0.3,0,0,452,713,63.39,1,1,0,0,25.0,0.96,94.0,68.0,79.8,12.0,46.2,7.0,6.0,1.0,0.0,26.3,0.22,1.3,0.05,125.0,370.0,33.8,498.0,114.0,49.6,40.8,21.0,5.7,20.0,0.77,13.9,True,27.0,thiago cardozo,1996,thiago cardozo|1996,294843.0,2000000.0,2025-10-17,uy URU,100.0,thiago cardozo|1996
thiago fernandez,FW,Vélez Sarsfield,19,2004,21.3,5,5,5.1,4.9,43,13,422,649,65.02,28,13,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,thiago fernandez,2004,thiago fernandez|2004,1127730.0,5000000.0,2025-10-17,ar ARG,100.0,thiago fernandez|2004
thiago nuss,FW,Cen. Córdoba–SdE,22,2001,0.8,0,0,0.2,0.0,3,0,7,13,53.85,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,thiago nuss,2001,thiago nuss|2001,,,,ar ARG,,thiago nuss|2001
thiago ponce,FW,Rosario Central,19,2005,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,thiago ponce,2005,thiago ponce|2005,,,,ar ARG,,thiago ponce|2005
thiago santamaria,DF,Arg Juniors,20,2003,12.9,0,0,0.2,0.5,9,1,502,703,71.41,32,21,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,thiago santamaria,2003,thiago santamaria|2003,,,,ar ARG,,thiago santamaria|2003
thomas galdames,DF,Godoy Cruz,25,1998,3.0,0,0,0.2,0.3,4,1,97,130,74.62,7,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,thomas galdames,1998,thomas galdames|1998,,,,cl CHI,,thomas galdames|1998
thyago ayala,GK,Sarmiento,22,2001,1.0,0,0,0.0,0.0,0,0,9,25,36.0,0,0,0,0,0.0,0.0,3.0,3.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.5,0.16,0.5,0.49,8.0,24.0,33.3,16.0,0.0,93.8,63.1,0.0,0.0,0.0,0.0,0.0,True,22.0,thyago ayala,2001,thyago ayala|2001,,,,ar ARG,,thyago ayala|2001
tiago banega,"MF,DF",Unión,24,1999,0.2,0,0,0.0,0.0,0,0,6,10,60.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,tiago banega,1999,tiago banega|1999,,,,ar ARG,,tiago banega|1999
tiago ferreyra,"FW,DF",Defensa y Just,21,2002,0.0,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,tiago ferreyra,2002,tiago ferreyra|2002,,,,ar ARG,,tiago ferreyra|2002
tiago palacios,"FW,MF",Estudiantes–LP,22,2001,19.4,3,3,4.2,2.1,55,15,584,779,74.97,36,27,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,tiago palacios,2001,tiago palacios|2001,755457.0,4500000.0,2025-10-17,uy URU,100.0,tiago palacios|2001
tobias cervera,FW,Platense,21,2002,1.6,0,0,0.3,0.1,1,1,20,27,74.07,6,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,tobias cervera,2002,tobias cervera|2002,,,,sy SYR,,tobias cervera|2002
tobias medina,"MF,FW",San Lorenzo,19,2004,0.6,0,0,0.0,0.1,0,0,37,44,84.09,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tobias medina,2004,tobias medina|2004,,,,ar ARG,,tobias medina|2004
tobias ostchega,DF,Ind. Rivadavia,25,1998,20.7,0,0,1.2,1.7,13,3,571,841,67.9,39,26,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,tobias ostchega,1998,tobias ostchega|1998,495109.0,400000.0,2025-10-17,ar ARG,100.0,tobias ostchega|1998
tobias palacio,DF,Arg Juniors,17,2006,11.6,0,0,0.6,0.2,5,1,546,659,82.85,16,6,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,tobias palacio,2006,tobias palacio|2006,,,,ar ARG,,tobias palacio|2006
tobias rubio,MF,Racing Club,19,2004,0.1,0,0,0.0,0.0,0,0,5,5,100.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tobias rubio,2004,tobias rubio|2004,849534.0,500000.0,2025-10-17,ar ARG,100.0,tobias rubio|2004
tomas badaloni,FW,Godoy Cruz,23,2000,0.4,0,0,0.3,0.0,5,1,4,5,80.0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas badaloni,2000,tomas badaloni|2000,,,,ar ARG,,tomas badaloni|2000
tomas belmonte,MF,Boca Juniors,25,1998,13.5,0,0,1.0,0.0,8,2,580,671,86.44,38,23,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,tomas belmonte,1998,tomas belmonte|1998,483446.0,4000000.0,2025-10-17,ar ARG,100.0,tomas belmonte|1998
tomas castro,"MF,DF",Atlé Tucumán,22,2001,2.7,1,0,0.5,0.3,2,2,72,128,56.25,9,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,tomas castro,2001,tomas castro|2001,,,,ar ARG,,tomas castro|2001
tomas cavanagh,"FW,DF",Tigre,23,2001,3.3,0,0,0.3,0.2,4,1,125,174,71.84,11,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas cavanagh,2001,tomas cavanagh|2001,832090.0,125000.0,2025-10-17,ar ARG,100.0,tomas cavanagh|2001
tomas conechny,FW,Godoy Cruz,25,1998,2.4,0,0,0.3,0.7,10,2,50,72,69.44,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,tomas conechny,1998,tomas conechny|1998,401571.0,2200000.0,2025-10-17,ar ARG,100.0,tomas conechny|1998
tomas durso,GK,Atlé Tucumán,24,1999,27.0,0,0,0.0,0.1,0,0,357,699,51.07,1,1,0,0,27.0,1.0,95.0,68.0,73.7,11.0,40.7,3.0,2.0,1.0,0.0,27.5,0.27,1.5,0.05,203.0,525.0,38.7,467.0,47.0,67.2,47.4,15.0,3.6,25.0,0.93,13.8,True,24.0,tomas durso,1999,tomas durso|1999,534625.0,1700000.0,2025-10-17,ar ARG,100.0,tomas durso|1999
tomas fernandez,DF,Tigre,20,2004,3.3,0,0,0.0,0.0,0,0,166,187,88.77,8,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,tomas fernandez,2004,tomas fernandez|2004,1153735.0,50000.0,2025-10-17,ar ARG,100.0,tomas fernandez|2004
tomas galvan,"FW,MF",Tigre,23,2000,25.0,2,4,3.3,3.1,25,8,842,995,84.62,48,34,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas galvan,2000,tomas galvan|2000,893850.0,2500000.0,2025-10-17,ar ARG,100.0,tomas galvan|2000
tomas guiacobini,MF,Sarmiento,19,2004,8.1,0,1,0.2,0.2,3,0,232,302,76.82,11,4,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tomas guiacobini,2004,tomas guiacobini|2004,1253999.0,200000.0,2025-10-17,ar ARG,100.0,tomas guiacobini|2004
tomas guidara,DF,Vélez Sarsfield,27,1996,3.9,0,0,0.0,0.0,0,0,113,172,65.7,12,9,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,tomas guidara,1996,tomas guidara|1996,355900.0,1200000.0,2025-10-17,ar ARG,100.0,tomas guidara|1996
tomas jacob,DF,Newell's OB,19,2004,7.1,0,0,0.1,0.0,4,2,229,286,80.07,17,10,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tomas jacob,2004,tomas jacob|2004,,,,ar ARG,,tomas jacob|2004
tomas marchiori,GK,Vélez Sarsfield,28,1995,25.6,0,0,0.0,0.0,0,0,548,772,70.98,0,0,0,0,15.0,0.59,76.0,61.0,82.9,15.0,57.7,3.0,2.0,1.0,0.0,17.9,0.21,3.9,0.15,94.0,288.0,32.6,568.0,136.0,37.9,34.6,15.0,4.4,21.0,0.82,14.6,True,28.0,tomas marchiori,1995,tomas marchiori|1995,596909.0,3800000.0,2025-10-17,ar ARG,100.0,tomas marchiori|1995
tomas molina,FW,Cen. Córdoba–SdE,28,1995,4.0,3,1,2.3,0.9,5,2,54,69,78.26,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,tomas molina,1995,tomas molina|1995,429591.0,2500000.0,2025-10-17,ar ARG,100.0,tomas molina|1995
tomas o'connor,MF,Rosario Central,19,2004,4.0,1,0,0.6,0.1,1,1,168,209,80.38,16,11,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tomas o'connor,2004,tomas o'connor|2004,1027880.0,1500000.0,2025-10-17,ar ARG,100.0,tomas o'connor|2004
tomas palacios,DF,Ind. Rivadavia,20,2003,8.5,0,0,0.2,0.0,6,1,172,268,64.18,22,15,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,tomas palacios,2003,tomas palacios|2003,,,,ar ARG,,tomas palacios|2003
tomas perez,MF,Newell's OB,18,2005,13.3,1,0,0.7,0.2,10,3,410,491,83.5,28,13,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,tomas perez,2005,tomas perez|2005,,,,ar ARG,,tomas perez|2005
tomas porra,MF,San Lorenzo,20,2004,0.4,0,0,0.2,0.0,1,0,12,14,85.71,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,tomas porra,2004,tomas porra|2004,856593.0,100000.0,2025-10-17,ar ARG,100.0,tomas porra|2004
